log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
486,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,113.27,162
487,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,60.84,162
488,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,78.65,162
489,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,93.67,162
490,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,58.72,162
491,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9738,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,67.03,162
492,"10680 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9757,critical input interrupt enable...0,0.615,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5048,78.13,162
493,"10740 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9609,critical input interrupt enable...0,0.6157,debug interrupt enable............0,0.5143,54.06,162
494,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,72.61,162
495,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,89.5,162
496,"10684 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9685,critical input interrupt enable...0,0.6018,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.518,66.03,162
497,"CE sym 4, at 0x0589f8e0, mask 0x10",partial,"CE sym 4, at <*> mask <*>",0.9799,"CE sym 6, at <*> mask <*>",0.9396,"CE sym 16, at <*> mask <*>",0.9362,54.88,162
498,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,85.82,162
499,"10616 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9577,critical input interrupt enable...0,0.6006,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5328,60.74,162
500,"10754 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9869,critical input interrupt enable...0,0.6402,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5352,65.21,162
501,"10668 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9613,critical input interrupt enable...0,0.6023,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5092,84.76,162
502,"10708 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9515,critical input interrupt enable...0,0.6257,debug interrupt enable............0,0.5027,61.54,162
503,"10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9603,critical input interrupt enable...0,0.5973,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5188,65.56,162
504,"10640 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9751,critical input interrupt enable...0,0.5995,debug interrupt enable............0,0.5117,80.34,162
505,"10666 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9654,critical input interrupt enable...0,0.6131,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5197,55.41,162
506,"10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9628,critical input interrupt enable...0,0.5973,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5188,65.69,162
507,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9713,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,59.71,162
508,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,67.2,162
509,"10684 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9729,critical input interrupt enable...0,0.6018,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.518,65.7,162
510,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,114.94,162
511,"10676 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.964,critical input interrupt enable...0,0.5973,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5188,61.32,162
512,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,54.19,162
513,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,59.71,162
514,"10714 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9707,critical input interrupt enable...0,0.6266,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5389,96.26,162
515,"10712 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9641,critical input interrupt enable...0,0.6223,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5192,68.27,162
516,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,73.22,162
517,"10636 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9718,critical input interrupt enable...0,0.6218,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5206,65.79,162
518,"10664 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9638,critical input interrupt enable...0,0.6241,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5365,74.87,162
519,"10730 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9569,critical input interrupt enable...0,0.6372,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.5283,117.13,162
520,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9718,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,64.67,162
521,"10722 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9726,critical input interrupt enable...0,0.6281,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.538,60.98,162
522,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,75.41,162
523,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,70.57,162
524,"10736 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9823,critical input interrupt enable...0,0.6381,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.529,55.31,162
525,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,87.96,162
526,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,58.13,162
527,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,exact,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1.0,total of <*> ddr error(s) detected and corrected over <*> seconds,0.5341,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.5185,65.1,162
528,"720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9479,critical input interrupt enable...0,0.6501,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.4986,83.72,162
529,"720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",partial,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",0.9493,critical input interrupt enable...0,0.6501,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.4986,65.38,162
530,"CE sym 27, at 0x00284720, mask 0x11",partial,CE sym <*> at <*> mask <*>,0.9424,"CE sym 27, at 0x11b3f3c0, mask <*>",0.9342,"CE sym 6, at <*> mask <*>",0.9278,122.85,162
531,"CE sym 9, at 0x0021d9c0, mask 0x20",partial,"CE sym 6, at <*> mask <*>",0.9568,CE sym <*> at <*> mask <*>,0.9238,"CE sym 16, at <*> mask <*>",0.9122,53.62,162
532,"CE sym 15, at 0x06a72120, mask 0x04",partial,"CE sym 16, at <*> mask <*>",0.9669,CE sym <*> at <*> mask <*>,0.9346,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9292,68.97,162
533,"1 ddr error(s) detected and corrected on rank 0, symbol 24 over 335 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.9875,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8972,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8778,71.55,162
534,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",exact,PrepareForService shutting down <*> Action<*> 648,0.9914,Node card status: <*> ALERTs<*> <*> active.<*> <*> Mode<*> <*> Low.<*> <*> Select<*> <*> Temperature <*> MPGOOD<*> <*> is <*> The <*> volt rail is OK. The 1.5 volt rail is OK.,0.4623,Node card is not fully functional,0.4152,77.78,162
535,"Kernel detected 35591540 integer alignment exceptions (35591533) iar 0x0023f108, dear 0x1feaa260 (35591534) iar 0x00265564, dear 0x1feaa1c0 (35591535) iar 0x00265574, dear 0x1feaa1e0 (35591536) iar 0x00265578, dear 0x1feaa200 (35591537) iar 0x00265588, dear 0x1feaa220 (35591538) iar 0x0026558c, dear 0x1feaa240 (35591539) iar 0x00265594, dear 0x1feaa260 (35591540) iar 0x00265598, dear 0x1feaa280",partial,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9849,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.5032,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4933,71.31,162
536,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,partial,<*> tree receiver 1 in re-synch state event(s) (dcr <*> detected over <*> seconds,0.9833,<*> tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,0.9036,<*> torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over <*> seconds,0.5204,65.92,162
537,"CE sym 27, at 0x1b70b860, mask 0x80",exact,"CE sym 27, at <*> mask <*>",1.0,CE sym <*> at <*> mask <*>,0.9207,"CE sym 30, at 0x1bd2b700, mask <*>",0.91,72.77,162
538,"CE sym 33, at 0x1ff2fc60, mask 0x04",partial,CE sym <*> at <*> mask <*>,0.9451,"CE sym 6, at <*> mask <*>",0.905,"CE sym 27, at 0x11b3f3c0, mask <*>",0.8878,66.23,162
539,"CE sym 12, at 0x18e33e80, mask 0x04",partial,"CE sym 16, at <*> mask <*>",0.9583,"CE sym 6, at <*> mask <*>",0.939,"CE sym 4, at <*> mask <*>",0.928,73.13,162
540,"CE sym 30, at 0x042358a0, mask 0x20",partial,CE sym <*> at <*> mask <*>,0.9615,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9558,"CE sym 6, at <*> mask <*>",0.933,61.91,162
541,"CE sym 11, at 0x06366640, mask 0x04",partial,"CE sym 6, at <*> mask <*>",0.9475,"CE sym 16, at <*> mask <*>",0.934,CE sym <*> at <*> mask <*>,0.925,68.58,162
542,"CE sym 19, at 0x057c7e00, mask 0x20",partial,CE sym <*> at <*> mask <*>,0.9475,"CE sym 6, at <*> mask <*>",0.9297,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9214,79.76,162
543,"159 ddr error(s) detected and corrected on rank 0, symbol 29 over 2486 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.9595,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8473,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8376,74.43,162
544,"CE sym 29, at 0x0ea9fd60, mask 0x40",partial,CE sym <*> at <*> mask <*>,0.9584,"CE sym 5, at 0x0e37bbe0, mask <*>",0.9197,"CE sym 6, at <*> mask <*>",0.9166,62.12,162
545,total of 1 ddr error(s) detected and corrected over 2487 seconds,partial,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9833,total of <*> ddr error(s) detected and corrected,0.9204,total of 23 ddr error(s) detected and corrected,0.8571,64.32,162
546,minus normalized number..................0,exact,minus normalized number..................0,1.0,fraction rounded.........................0,0.4816,"problem state (0=sup,1=usr).......0",0.3713,52.77,162
547,Lustre mount FAILED : bglio617 : block_id : location,exact,Lustre mount FAILED : bglio<*> : block_id : location,0.9946,Lustre mount FAILED : bglio<*> : point /p/gb1,0.8658,"NFS Mount failed on bglio<*> slept 15 seconds, retrying (1)",0.5713,70.54,162
548,fraction rounded.........................0,exact,fraction rounded.........................0,1.0,minus normalized number..................0,0.4816,fpr29=0xffffffff ffffffff ffffffff ffffffff,0.2877,70.58,162
549,Node card is not fully functional,exact,Node card is not fully functional,1.0,NodeCard is not fully functional,0.9363,Node card status: <*> ALERTs<*> <*> active.<*> <*> Mode<*> <*> Low.<*> <*> Select<*> <*> Temperature <*> MPGOOD<*> <*> is <*> The <*> volt rail is OK. The 1.5 volt rail is OK.,0.6035,53.21,162
550,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",exact,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",1.0,critical input interrupt (unit=0x0b bit<*> warning for torus <*> wire<*> suppressing further interrupts of same type,0.7318,critical input interrupt enable...0,0.6291,70.3,162
551,size of scratchpad portion of L3.........0 (0M),exact,size of scratchpad portion of L3.........0 (0M),1.0,"CE sym 3, at 0x0b19b8a0, mask <*>",0.3535,"CE sym 27, at 0x11b3f3c0, mask <*>",0.3375,107.6,162
552,"Kernel detected 3830884 integer alignment exceptions (3830877) iar 0x00544ea8, dear 0x01fc1ba0 (3830878) iar 0x00544eb8, dear 0x01fc1bc0 (3830879) iar 0x00544ea8, dear 0x01fc1be0 (3830880) iar 0x00544eb8, dear 0x01fc1c00 (3830881) iar 0x00544ee0, dear 0x01fc1c20 (3830882) iar 0x00544ef0, dear 0x01fc1c40 (3830883) iar 0x00544ee0, dear 0x01fc1c60 (3830884) iar 0x00544ef0, dear 0x01fc1c80",exact,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9902,exception syndrome register: <*>,0.4896,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4884,74.24,162
553,"Kernel detected 3853444 integer alignment exceptions (3853437) iar 0x00544ea8, dear 0x01ef5e20 (3853438) iar 0x00544eb8, dear 0x01ef5e40 (3853439) iar 0x00544ea8, dear 0x01ef5e60 (3853440) iar 0x00544eb8, dear 0x01ef5e80 (3853441) iar 0x00544ee0, dear 0x01ef5ea0 (3853442) iar 0x00544ef0, dear 0x01ef5ec0 (3853443) iar 0x00544ee0, dear 0x01ef5ee0 (3853444) iar 0x00544ef0, dear 0x01ef5f00",partial,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9434,<*> floating point alignment exceptions,0.4993,exception syndrome register: <*>,0.4788,94.36,162
554,"Kernel detected 3747792 integer alignment exceptions (3747785) iar 0x00544ea8, dear 0x01fc9220 (3747786) iar 0x00544eb8, dear 0x01fc9240 (3747787) iar 0x00544ea8, dear 0x01fc9260 (3747788) iar 0x00544eb8, dear 0x01fc9280 (3747789) iar 0x00544ee0, dear 0x01fc92a0 (3747790) iar 0x00544ef0, dear 0x01fc92c0 (3747791) iar 0x00544ee0, dear 0x01fc92e0 (3747792) iar 0x00544ef0, dear 0x01fc9300",exact,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9928,exception syndrome register: <*>,0.4795,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.477,75.96,162
555,"Kernel detected 3946290 integer alignment exceptions (3946283) iar 0x00544ea8, dear 0x01ef6080 (3946284) iar 0x00544eb8, dear 0x01ef60a0 (3946285) iar 0x00544ea8, dear 0x01ef60c0 (3946286) iar 0x00544eb8, dear 0x01ef60e0 (3946287) iar 0x00544ee0, dear 0x01ef6100 (3946288) iar 0x00544ef0, dear 0x01ef6120 (3946289) iar 0x00544ee0, dear 0x01ef6140 (3946290) iar 0x00544ef0, dear 0x01ef6160",exact,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9929,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4991,exception syndrome register: <*>,0.4982,78.57,162
556,"Kernel detected 4909176 integer alignment exceptions (4909169) iar 0x00544ea8, dear 0x01fc8a40 (4909170) iar 0x00544eb8, dear 0x01fc8a60 (4909171) iar 0x00544ea8, dear 0x01fc8a80 (4909172) iar 0x00544eb8, dear 0x01fc8aa0 (4909173) iar 0x00544ee0, dear 0x01fc8ac0 (4909174) iar 0x00544ef0, dear 0x01fc8ae0 (4909175) iar 0x00544ee0, dear 0x01fc8b00 (4909176) iar 0x00544ef0, dear 0x01fc8b20",partial,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9882,exception syndrome register: <*>,0.4886,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4777,80.57,162
